key,country,num_nodes,num_edges,ave_deg,density,ave_clust,ave_dist,diameter,links_supported,info_total,info_total_friend_only,info_expostIC,info_SP,comp_total,comp_supp,comp_trans,comp_by_three
73,India,170,1011,11.894117647058824,0.07037939436129481,0.3031553885651105,2.478176122520014,5,0.9129574678536103,0.5064392620953707,0.5003132613992343,0.4219979115906718,,0.5003132613992343,0.06425339366515836,0.35774451792551343,0.0004872955099199443
74,India,159,625,7.861635220125786,0.04975718493750497,0.23595660468058796,2.885996337871189,6,0.7856,0.3114401719608311,0.3007722315102301,0.19250059708621925,,0.3007722315102301,0.03908924448690391,0.15341135259931535,0.0009553379508000956
75,India,164,998,12.170731707317072,0.0746670656890618,0.3453025131986382,2.431617537034266,5,0.9218436873747495,0.5378572497381415,0.5320215472093371,0.4586263654047583,,0.5320215472093371,0.06883136316025737,0.389795002244501,0.0002992667963489451
76,India,239,955,7.99163179916318,0.03357828487043353,0.20987989739103913,3.067543335325762,7,0.749738219895288,0.24401392356105622,0.2356105622165184,0.13726662213002355,,0.2356105622165184,0.025174923525895714,0.11209169860412785,0.0005977286312014345
77,India,137,595,8.686131386861314,0.06386861313868614,0.29874027685772053,2.722413052812366,6,0.8302521008403362,0.38814942035208244,0.37730785744954914,0.2754401030485187,,0.37730785744954914,0.05302705023615285,0.2224130528123658,0.0009660798626019751
1,Indonesia,59,305,10.338983050847459,0.1782583284628872,0.6694261839903177,2.3278784336645235,5,0.9934426229508196,0.6154295733489188,0.614260666277031,0.6043249561659848,,0.614260666277031,0.17708942139099942,0.4272355347749854,0.0
2,Indonesia,20,43,4.3,0.22631578947368422,0.6010714285714285,3.0105263157894737,7,0.9302325581395349,0.45789473684210524,0.4421052631578947,0.3894736842105263,0.30526315789473685,0.4421052631578947,0.21052631578947367,0.17894736842105263,0.0
3,Indonesia,19,41,4.315789473684211,0.23976608187134502,0.5176691729323308,2.210526315789474,5,0.8780487804878049,0.6374269005847953,0.6081871345029239,0.4619883040935672,0.3742690058479532,0.6081871345029239,0.21052631578947367,0.25146198830409355,0.0
4,Indonesia,28,127,9.071428571428571,0.335978835978836,0.8000654107796965,2.060846560846561,5,0.984251968503937,0.6613756613756614,0.656084656084656,0.6190476190476191,,0.656084656084656,0.3306878306878307,0.28835978835978837,0.0
5,Indonesia,24,61,5.083333333333333,0.2210144927536232,0.796329365079365,2.8659420289855073,6,1.0,0.4311594202898551,0.4311594202898551,0.4311594202898551,,0.4311594202898551,0.2210144927536232,0.21014492753623187,0.0
6,Indonesia,15,34,4.533333333333333,0.3238095238095238,0.8284126984126984,2.2,4,1.0,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.38095238095238093,0.6190476190476191,0.3238095238095238,0.29523809523809524,0.0
7,Indonesia,20,55,5.5,0.2894736842105263,0.7572727272727272,2.357894736842105,5,0.9818181818181818,0.5473684210526316,0.5421052631578948,0.531578947368421,0.35789473684210527,0.5421052631578948,0.28421052631578947,0.24736842105263157,0.0
8,Indonesia,28,55,3.9285714285714284,0.1455026455026455,0.594812925170068,3.7248677248677247,7,0.8909090909090909,0.29365079365079366,0.2777777777777778,0.21428571428571427,,0.2777777777777778,0.12962962962962962,0.08465608465608465,0.0
9,Indonesia,46,205,8.91304347826087,0.19806763285024154,0.8158930441539137,2.5768115942028986,5,0.9902439024390244,0.4280193236714976,0.4260869565217391,0.40096618357487923,,0.4260869565217391,0.1961352657004831,0.20483091787439614,0.0
10,Indonesia,14,37,5.285714285714286,0.4065934065934066,0.7582251082251082,1.6593406593406594,3,0.9459459459459459,0.9340659340659341,0.9120879120879121,0.8571428571428571,0.7362637362637363,0.9120879120879121,0.38461538461538464,0.4725274725274725,0.0
11,Indonesia,18,28,3.111111111111111,0.1830065359477124,0.587037037037037,2.869281045751634,6,0.8928571428571429,0.38562091503267976,0.3660130718954248,0.29411764705882354,0.20261437908496732,0.3660130718954248,0.16339869281045752,0.13071895424836602,0.0
12,Indonesia,42,107,5.095238095238095,0.12427409988385599,0.5809654631083203,2.8118466898954706,7,0.9626168224299065,0.39256678281068524,0.3879210220673635,0.3670150987224158,,0.3879210220673635,0.11962833914053426,0.24738675958188153,0.0
13,Indonesia,10,12,2.4,0.26666666666666666,0.3466666666666667,2.2222222222222223,4,0.6666666666666666,0.6,0.5111111111111111,0.3333333333333333,0.3333333333333333,0.5111111111111111,0.17777777777777778,0.15555555555555556,0.0
14,Indonesia,72,243,6.75,0.09507042253521127,0.7732768003601337,3.2378716744913927,8,0.9876543209876543,0.26917057902973396,0.26799687010954615,0.2640845070422535,,0.26799687010954615,0.09389671361502347,0.17018779342723006,0.0
15,Indonesia,17,51,6.0,0.375,0.8317460317460317,2.0808823529411766,4,0.9803921568627451,0.6764705882352942,0.6691176470588235,0.6029411764705882,0.45588235294117646,0.6691176470588235,0.36764705882352944,0.23529411764705882,0.0
16,Indonesia,60,279,9.3,0.1576271186440678,0.7784664633039247,2.377401129943503,4,0.992831541218638,0.5248587570621469,0.523728813559322,0.5056497175141242,,0.523728813559322,0.15649717514124295,0.34915254237288135,0.0
17,Indonesia,30,61,4.066666666666666,0.14022988505747128,0.7812313612313613,2.8597701149425285,5,0.9672131147540983,0.36551724137931035,0.36091954022988504,0.3310344827586207,,0.36091954022988504,0.135632183908046,0.19540229885057472,0.0
18,Indonesia,9,15,3.3333333333333335,0.4166666666666667,0.6592592592592593,1.6666666666666667,3,0.8666666666666667,0.9166666666666666,0.8611111111111112,0.5833333333333334,0.6111111111111112,0.8611111111111112,0.3611111111111111,0.2222222222222222,0.0
19,Indonesia,18,35,3.888888888888889,0.22875816993464052,0.6141093474426808,2.156862745098039,4,0.8857142857142857,0.6535947712418301,0.6274509803921569,0.45098039215686275,0.37254901960784315,0.6274509803921569,0.20261437908496732,0.24836601307189543,0.0
